City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Caravelas,BR,2021-04-22 02:43:32,-17.7125,-39.2481,73.89,89,99,1.77
277,Hasaki,JP,2021-04-22 02:43:33,35.7333,140.8333,75.99,18,40,16.11
278,Changli,CN,2021-04-22 02:43:33,39.7042,119.1506,50.23,72,100,7.99
279,Vung Tau,VN,2021-04-22 02:43:33,10.346,107.0843,81.66,78,100,5.06
280,Broome,US,2021-04-22 02:43:33,42.2506,-75.833,30.0,74,75,11.5
281,Willowmore,ZA,2021-04-22 02:43:34,-33.2926,23.4895,60.49,73,100,7.31
282,Chippewa Falls,US,2021-04-22 02:43:34,44.9369,-91.3929,35.6,44,90,3.44
283,Necochea,AR,2021-04-22 02:43:34,-38.5473,-58.7368,66.0,89,100,14.0
284,Ust-Tsilma,RU,2021-04-22 02:43:34,65.441,52.1498,40.35,88,100,10.58
285,Tuatapere,NZ,2021-04-22 02:43:35,-46.1333,167.6833,55.0,81,100,4.0
286,Tuktoyaktuk,CA,2021-04-22 02:43:35,69.4541,-133.0374,12.2,73,20,23.02
287,Cabedelo,BR,2021-04-22 02:43:35,-6.9811,-34.8339,77.0,100,40,3.44
288,Aginskoye,RU,2021-04-22 02:43:36,51.1,114.53,47.68,22,6,14.18
289,Umba,RU,2021-04-22 02:43:36,66.6871,34.3429,34.52,98,100,6.33
290,Nishihara,JP,2021-04-22 02:43:36,26.1842,127.7558,71.6,88,75,17.27
291,Torbay,CA,2021-04-22 02:43:36,47.6666,-52.7314,37.99,93,20,5.75
292,Valencia,ES,2021-04-22 02:41:38,39.3333,-0.8333,55.99,94,75,4.61
293,Ribeira Grande,PT,2021-04-22 02:43:37,38.5167,-28.7,61.65,83,47,37.58
294,Rio Grande,BR,2021-04-22 02:43:37,-32.035,-52.0986,68.0,84,79,1.99
295,Hirara,JP,2021-04-22 02:43:37,24.8,125.2833,75.2,88,75,16.11
296,Geraldton,AU,2021-04-22 02:43:38,-28.7667,114.6,80.6,28,84,16.11
297,Arman,RU,2021-04-22 02:43:38,59.7,150.1667,32.85,97,100,4.74
298,Navirai,BR,2021-04-22 02:43:38,-23.065,-54.1906,63.1,65,0,5.28
299,Pangnirtung,CA,2021-04-22 02:43:38,66.1451,-65.7125,22.98,96,100,3.33
300,Clyde River,CA,2021-04-22 02:41:11,70.4692,-68.5914,8.6,92,1,12.66
301,Jinka,ET,2021-04-22 02:43:39,5.65,36.65,60.93,92,97,3.04
302,Egvekinot,RU,2021-04-22 02:43:39,66.3167,-179.1667,32.0,83,100,2.51
303,Takoradi,GH,2021-04-22 02:43:39,4.8845,-1.7554,80.24,84,48,6.69
304,Sept-Iles,CA,2021-04-22 02:42:33,50.2001,-66.3821,35.01,100,90,8.05
305,Moerai,PF,2021-04-22 02:43:40,-22.4333,-151.3333,78.15,68,34,25.17
306,Tessalit,ML,2021-04-22 02:43:40,20.1986,1.0114,78.12,10,1,7.45
307,Kupang,ID,2021-04-22 02:43:40,-10.1667,123.5833,83.43,64,24,3.91
308,Rabo De Peixe,PT,2021-04-22 02:42:08,37.8,-25.5833,64.4,94,75,27.63
309,Ambilobe,MG,2021-04-22 02:43:40,-13.2,49.05,72.25,83,99,4.05
310,Dire,ML,2021-04-22 02:43:41,12.2833,-10.9667,82.83,52,67,5.5
311,Pisco,PE,2021-04-22 02:43:41,-13.7,-76.2167,66.2,88,14,14.97
312,Kano,NG,2021-04-22 02:43:41,12.0001,8.5167,80.6,50,0,6.91
313,Najran,SA,2021-04-22 02:43:42,17.4924,44.1277,64.4,19,0,4.61
314,Iqaluit,CA,2021-04-22 02:43:42,63.7506,-68.5145,15.8,79,75,19.57
315,Kamenka,RU,2021-04-22 02:43:42,51.3223,42.7678,39.99,95,14,6.24
316,Half Moon Bay,US,2021-04-22 02:43:43,37.4636,-122.4286,54.0,87,90,5.75
317,Meulaboh,ID,2021-04-22 02:43:09,4.1363,96.1285,82.22,77,100,3.11
318,Port Hardy,CA,2021-04-22 02:40:00,50.6996,-127.4199,55.4,47,40,11.5
319,La Ronge,CA,2021-04-22 02:43:43,55.1001,-105.2842,57.2,21,20,3.44
320,Nuuk,GL,2021-04-22 02:41:04,64.1835,-51.7216,30.2,80,8,6.91
321,Dalaba,GN,2021-04-22 02:43:43,10.7,-12.25,65.68,83,53,2.04
322,Isla Vista,US,2021-04-22 02:43:44,34.4133,-119.861,60.8,67,90,6.91
323,Langxiang,CN,2021-04-22 02:43:44,46.95,128.8833,72.28,17,100,8.81
324,Tatui,BR,2021-04-22 02:43:44,-23.3556,-47.8569,69.01,66,24,3.0
325,Gornopravdinsk,RU,2021-04-22 02:43:44,60.05,69.9,35.6,66,44,8.05
326,Dikson,RU,2021-04-22 02:43:45,73.5069,80.5464,25.11,96,98,13.24
327,Ocean City,US,2021-04-22 02:39:05,39.2776,-74.5746,44.6,53,90,16.11
328,Kanchanaburi,TH,2021-04-22 02:43:45,14.6333,99.1,85.24,65,48,5.23
329,Inuvik,CA,2021-04-22 02:42:33,68.3499,-133.7218,21.2,63,78,12.66
330,Yenagoa,NG,2021-04-22 02:43:45,4.9247,6.2642,77.72,91,53,3.6
331,Karangampel,ID,2021-04-22 02:41:14,-6.4622,108.4519,84.33,57,26,6.26
332,Klaksvik,FO,2021-04-22 02:43:46,62.2266,-6.589,39.2,93,75,4.61
333,Thunder Bay,CA,2021-04-22 02:42:45,48.4001,-89.3168,32.0,80,1,4.61
334,Kitami,JP,2021-04-22 02:43:46,43.8031,143.8908,35.01,86,75,17.27
335,Buchanan,LR,2021-04-22 02:43:46,5.8808,-10.0467,79.18,86,98,4.65
336,Aklavik,CA,2021-04-22 02:43:47,68.2191,-135.0107,21.2,63,98,12.66
337,Sokolo,ML,2021-04-22 02:43:47,14.7328,-6.1219,85.55,47,60,12.41
338,Cayenne,GF,2021-04-22 02:43:47,4.9333,-52.3333,77.0,94,75,3.44
339,Vestmannaeyjar,IS,2021-04-22 02:43:47,63.4427,-20.2734,44.17,81,100,13.11
340,Faanui,PF,2021-04-22 02:43:48,-16.4833,-151.75,81.34,74,83,15.35
341,Carutapera,BR,2021-04-22 02:43:48,-1.195,-46.02,75.52,93,97,3.31
342,Tari,NG,2021-04-22 02:43:48,12.4086,4.4914,79.72,60,100,9.78
343,Bireun,ID,2021-04-22 02:43:49,5.203,96.7009,84.43,70,100,4.41
344,Buraydah,SA,2021-04-22 02:43:49,26.326,43.975,69.8,35,0,2.3
345,Daru,PG,2021-04-22 02:43:49,-9.0763,143.2092,85.35,64,18,5.99
346,Batemans Bay,AU,2021-04-22 02:43:49,-35.7167,150.1833,66.0,45,34,4.97
347,Yaan,NG,2021-04-22 02:43:50,7.3833,8.5667,77.38,80,67,6.89
348,Pavlogradka,RU,2021-04-22 02:43:50,54.2024,73.5592,32.47,54,11,9.04
349,Moose Factory,CA,2021-04-22 02:43:50,51.2585,-80.6094,19.4,79,40,6.91
350,Ahipara,NZ,2021-04-22 02:43:51,-35.1667,173.1667,66.4,64,52,4.41
351,Aksha,RU,2021-04-22 02:43:51,50.2814,113.2867,48.78,25,2,10.33
352,Vaitape,PF,2021-04-22 02:43:51,-16.5167,-151.75,81.3,74,83,15.23
353,Belmonte,BR,2021-04-22 02:43:51,-15.8631,-38.8828,77.0,83,75,3.44
354,Tambacounda,SN,2021-04-22 02:43:52,13.7539,-13.7586,84.2,20,0,4.61
355,Hami,CN,2021-04-22 02:43:52,42.8,93.45,67.03,25,97,15.14
356,Huilong,CN,2021-04-22 02:43:52,31.8111,121.655,75.0,70,89,19.89
357,Januaria,BR,2021-04-22 02:43:53,-15.4833,-44.3667,70.12,84,66,3.13
358,Raub,MY,2021-04-22 02:43:53,3.7899,101.857,79.63,90,96,1.97
359,Timizart,DZ,2021-04-22 02:43:53,36.8,4.2667,55.45,67,100,2.91
360,Muleba,TZ,2021-04-22 02:43:53,-1.8397,31.6544,66.2,94,75,5.75
361,Suntar,RU,2021-04-22 02:43:54,62.1444,117.6319,27.82,56,93,8.14
362,Marzuq,YE,2021-04-22 02:43:54,14.4,46.4667,68.45,28,0,3.36
363,Kulhudhuffushi,MV,2021-04-22 02:43:54,6.6221,73.07,83.77,68,45,6.46
364,Ribita,RO,2021-04-22 02:43:54,46.1833,22.7667,42.64,87,63,2.86
365,Goundam,ML,2021-04-22 02:43:55,16.4145,-3.6708,82.65,12,95,5.21
366,Jinxiang,CN,2021-04-22 02:43:55,27.4327,120.6062,64.51,88,100,5.17
367,Veraval,IN,2021-04-22 02:43:55,20.9,70.3667,81.84,64,100,8.28
368,Volchansk,RU,2021-04-22 02:43:56,59.9378,60.081,42.93,62,98,7.02
369,Baker City,US,2021-04-22 02:39:59,44.7749,-117.8344,57.2,21,1,17.27
370,Doka,SD,2021-04-22 02:43:56,13.5167,35.7667,89.26,21,82,5.37
371,Cudahy,US,2021-04-22 02:43:56,33.9606,-118.1853,61.0,63,90,3.44
372,Kastamonu,TR,2021-04-22 02:43:56,41.5,33.6667,39.15,85,31,3.91
373,Kaili,ID,2021-04-22 02:43:57,-3.4626,120.2147,73.53,87,92,2.35
374,Murgab,TM,2021-04-22 02:43:57,37.4966,61.9714,51.8,50,0,4.61
375,Dunmore East,IE,2021-04-22 02:43:57,52.1514,-6.9861,48.0,82,6,4.0
376,Kyren,RU,2021-04-22 02:43:58,51.6828,102.1408,25.47,87,100,3.89
377,Cotonou,BJ,2021-04-22 02:43:58,6.3654,2.4183,84.2,84,20,9.22
378,Korla,CN,2021-04-22 02:39:11,41.7597,86.1469,64.89,26,100,16.13
379,Beringovskiy,RU,2021-04-22 02:43:58,63.05,179.3167,29.75,74,46,3.47
380,Sinjar,IQ,2021-04-22 02:43:59,36.3209,41.8754,66.96,35,100,8.41
381,Komsomolskiy,UZ,2021-04-22 02:43:59,40.4272,71.7189,51.8,58,2,2.3
382,Gweta,BW,2021-04-22 02:43:59,-20.1833,25.2333,57.83,57,0,8.05
383,Mackay,AU,2021-04-22 02:43:59,-21.15,149.2,77.0,83,90,9.22
384,Tabou,CI,2021-04-22 02:44:00,4.423,-7.3528,79.25,86,16,5.7
385,Oriximina,BR,2021-04-22 02:44:00,-1.7656,-55.8661,74.64,92,91,2.8
386,Fort Nelson,CA,2021-04-22 02:44:00,58.8053,-122.7002,32.0,43,75,4.61
387,Niono,ML,2021-04-22 02:44:00,14.2526,-5.993,84.29,48,89,8.97
388,Belyy Yar,RU,2021-04-22 02:44:01,53.6039,91.3903,35.6,32,0,11.18
389,Laguna,US,2021-04-22 02:44:01,38.421,-121.4238,73.4,48,1,14.97
390,Smidovich,RU,2021-04-22 02:44:01,48.6,133.8167,69.55,20,0,9.86
391,Katobu,ID,2021-04-22 02:44:02,-4.9408,122.5276,85.51,66,100,1.32
392,Malanville,BJ,2021-04-22 02:44:02,11.8685,3.3899,83.3,54,100,9.19
393,Iana,RO,2021-04-22 02:44:02,46.3833,27.55,39.2,93,0,4.61
394,Turukhansk,RU,2021-04-22 02:44:03,65.8167,87.9833,19.56,86,95,10.8
395,Ossora,RU,2021-04-22 02:44:03,59.2353,163.0719,32.02,94,100,2.48
396,Shahrud,IR,2021-04-22 02:44:03,36.4182,54.9763,69.22,31,21,2.86
397,Mersing,MY,2021-04-22 02:44:03,2.4312,103.8405,78.8,94,20,3.44
398,Kribi,CM,2021-04-22 02:44:04,2.95,9.9167,80.44,84,97,2.44
399,Morros,BR,2021-04-22 02:44:04,-9.4467,-46.3003,70.45,92,100,3.31
400,Placido De Castro,BR,2021-04-22 02:44:04,-10.3353,-67.1856,72.39,97,26,2.62
401,Challans,FR,2021-04-22 02:44:04,46.8436,-1.8749,51.01,71,0,8.05
402,Luanda,AO,2021-04-22 02:41:18,-8.8368,13.2343,78.69,87,77,4.32
403,Ternate,ID,2021-04-22 02:44:05,0.8,127.4,84.94,71,28,6.2
404,Ketchikan,US,2021-04-22 02:44:05,55.3422,-131.6461,55.4,47,1,9.22
405,Gayny,RU,2021-04-22 02:44:05,60.3071,54.3241,41.16,76,100,11.72
406,San Rafael,AR,2021-04-22 02:40:39,-34.6177,-68.3301,54.12,78,0,7.25
407,Acapulco,MX,2021-04-22 02:43:28,16.8634,-99.8901,80.6,74,75,6.91
408,Griffith,US,2021-04-22 02:44:06,41.5284,-87.4237,34.0,86,1,3.44
409,Yinchuan,CN,2021-04-22 02:44:06,38.4681,106.2731,67.6,39,67,11.21
410,Buala,SB,2021-04-22 02:44:06,-8.145,159.5921,84.67,70,99,3.09
411,Kentau,KZ,2021-04-22 02:44:07,43.5206,68.5094,45.54,25,0,12.95
412,Itaituba,BR,2021-04-22 02:44:07,-4.2761,-55.9836,73.8,98,100,1.95
413,Zmeinogorsk,RU,2021-04-22 02:44:07,51.1567,82.195,30.06,74,81,10.16
414,Ville-Marie,CA,2021-04-22 02:43:09,47.3335,-79.433,26.6,59,90,12.66
415,Mae Sai,TH,2021-04-22 02:44:08,20.4335,99.8762,84.2,65,0,2.3
416,Arauca,CO,2021-04-22 02:44:08,7.0847,-70.7591,80.89,46,7,3.18
417,Louis Trichardt,ZA,2021-04-22 02:44:08,-23.0439,29.9032,53.02,78,1,0.92
418,Kosh-Agach,RU,2021-04-22 02:44:08,50.0,88.6667,23.67,47,100,3.83
419,Hambantota,LK,2021-04-22 02:44:09,6.1241,81.1185,80.6,94,20,4.61
420,Nhulunbuy,AU,2021-04-22 02:44:09,-12.2333,136.7667,86.0,74,40,11.5
421,Raudeberg,NO,2021-04-22 02:44:09,61.9875,5.1352,39.0,76,86,17.47
422,Verkhoyansk,RU,2021-04-22 02:44:09,67.5447,133.385,19.08,69,100,1.52
423,Hualmay,PE,2021-04-22 02:39:56,-11.0964,-77.6139,67.48,88,1,9.24
424,Kabansk,RU,2021-04-22 02:44:10,52.0486,106.6528,35.6,32,100,17.9
425,George,ZA,2021-04-22 02:44:10,-33.963,22.4617,59.0,100,90,2.3
426,Balangiga,PH,2021-04-22 02:44:10,11.1097,125.3875,84.99,68,98,7.02
427,The Pas,CA,2021-04-22 02:44:11,53.8251,-101.2541,51.8,35,1,5.75
428,Taoudenni,ML,2021-04-22 02:44:11,22.6783,-3.9836,84.97,10,0,9.28
429,Kysyl-Syr,RU,2021-04-22 02:44:11,63.8986,122.7617,22.69,73,68,6.02
430,Ixtapa,MX,2021-04-22 02:44:12,20.7,-105.2,77.0,78,20,8.05
431,Kapustin Yar,RU,2021-04-22 02:44:12,48.5831,45.7372,49.75,79,97,5.12
432,Asheville,US,2021-04-22 02:44:12,35.6009,-82.554,35.6,51,1,10.36
433,Nagpur,IN,2021-04-22 02:44:12,21.15,79.1,82.4,51,20,4.61
434,Birin,NP,2021-04-22 02:44:13,26.8865,88.0718,70.59,37,100,2.53
435,Bonavista,CA,2021-04-22 02:39:44,48.6499,-53.1147,33.01,100,9,1.14
436,Garowe,SO,2021-04-22 02:44:13,8.4054,48.4845,76.59,78,66,9.48
437,Kieta,PG,2021-04-22 02:44:13,-6.2167,155.6333,83.1,77,54,1.54
438,Banda Aceh,ID,2021-04-22 02:44:13,5.5577,95.3222,84.27,70,100,10.65
439,Haines Junction,CA,2021-04-22 02:43:23,60.7522,-137.5108,44.6,29,3,5.75
440,Kirkland Lake,CA,2021-04-22 02:44:14,48.1446,-80.0377,26.6,63,99,4.41
441,Aitape,PG,2021-04-22 02:43:30,-3.1374,142.3475,85.28,68,100,8.23
442,Murud,IN,2021-04-22 02:44:14,18.3258,72.965,84.02,60,100,9.53
443,Ararat,AM,2021-04-22 02:44:15,39.8317,44.7049,59.0,58,20,3.44
444,Bosaso,SO,2021-04-22 02:44:15,11.2842,49.1816,81.97,70,32,8.84
445,Isla Mujeres,MX,2021-04-22 02:44:15,21.2311,-86.731,81.0,88,75,7.43
446,Vardo,NO,2021-04-22 02:44:15,70.3705,31.1107,35.6,75,75,18.41
447,Kutum,SD,2021-04-22 02:44:16,14.2,24.6667,74.28,14,56,8.37
448,Itoman,JP,2021-04-22 02:44:16,26.1247,127.6694,71.6,88,75,17.27
449,Shitanjing,CN,2021-04-22 02:44:16,39.2342,106.3439,60.44,47,98,9.13
450,Obigarm,TJ,2021-04-22 02:44:17,38.7173,69.7088,44.76,92,95,6.67
451,Husavik,IS,2021-04-22 02:44:17,66.0449,-17.3389,37.4,93,20,5.75
452,Ilulissat,GL,2021-04-22 02:44:17,69.2167,-51.1,28.4,50,39,16.11
453,Inta,RU,2021-04-22 02:44:17,66.0317,60.1659,37.76,70,100,9.78
454,Kuah,MY,2021-04-22 02:44:18,6.3265,99.8432,87.8,74,20,4.61
455,Boralday,KZ,2021-04-22 02:44:18,43.3578,76.8594,30.2,100,90,2.24
456,Marawi,PH,2021-04-22 02:44:18,7.9986,124.2928,84.99,72,43,4.0
457,Biak,ID,2021-04-22 02:40:31,-0.9131,122.8766,83.08,70,73,5.41
458,Kirkwood,US,2021-04-22 02:44:19,38.5834,-90.4068,42.01,81,36,5.75
459,Mudgee,AU,2021-04-22 02:44:19,-32.5943,149.5871,60.01,38,0,13.8
460,Palamos,ES,2021-04-22 02:44:19,41.8484,3.1291,46.0,93,20,3.44
461,Bende,NG,2021-04-22 02:44:19,5.5572,7.6368,77.85,86,100,4.7
462,Bathsheba,BB,2021-04-22 02:44:20,13.2167,-59.5167,78.8,65,40,19.57
463,Palmer,US,2021-04-22 02:42:56,42.1584,-72.3287,37.4,70,90,13.8
464,Port Keats,AU,2021-04-22 02:44:20,-14.25,129.55,93.88,34,22,6.8
465,Lillooet,CA,2021-04-22 02:44:20,50.6856,-121.942,66.2,32,1,14.97
466,Gat,IL,2021-04-22 02:44:21,31.61,34.7642,61.0,79,15,5.26
467,Krasnoturansk,RU,2021-04-22 02:44:21,54.3186,91.5639,35.6,32,0,11.18
468,High Rock,BS,2021-04-22 02:44:21,26.6208,-78.2833,77.0,83,99,3.44
469,Samana,DO,2021-04-22 02:44:21,19.2056,-69.3369,75.96,82,11,8.59
470,Colares,PT,2021-04-22 02:44:22,38.7992,-9.4469,59.0,90,100,9.46
471,Noumea,NC,2021-04-22 02:44:22,-22.2763,166.4572,81.0,73,90,8.05
472,Uyuni,BO,2021-04-22 02:44:22,-20.4597,-66.825,45.88,17,0,6.53
473,Dingli,MT,2021-04-22 02:44:23,35.8614,14.3822,61.0,82,0,18.41
474,Namatanai,PG,2021-04-22 02:44:23,-3.6667,152.4333,80.62,78,100,4.76
475,Ikalamavony,MG,2021-04-22 02:44:23,-21.15,46.5833,62.38,89,87,4.72
476,Venice,US,2021-04-22 02:44:23,27.0998,-82.4543,73.4,64,1,9.22
477,Gwadar,PK,2021-04-22 02:44:24,25.1216,62.3254,81.32,66,0,8.48
478,San Policarpo,PH,2021-04-22 02:44:24,12.1791,125.5072,83.75,72,52,12.01
479,Genhe,CN,2021-04-22 02:44:24,50.7833,121.5167,55.78,50,100,8.72
480,Kirksville,US,2021-04-22 02:44:24,40.1948,-92.5833,35.6,55,1,4.61
481,Meiganga,CM,2021-04-22 02:44:25,6.5167,14.3,67.42,89,100,0.94
482,Seoul,KR,2021-04-22 02:41:21,37.5683,126.9778,75.2,31,100,6.91
483,Pimentel,PE,2021-04-22 02:44:25,-6.8367,-79.9342,64.99,86,13,4.0
484,Salamiyah,SY,2021-04-22 02:44:25,35.0113,37.0532,52.9,64,2,5.77
485,Ullapool,GB,2021-04-22 02:44:26,57.8987,-5.1604,33.01,63,100,1.01
486,Selizharovo,RU,2021-04-22 02:44:26,56.8519,33.4487,37.81,96,100,6.98
487,Sarkand,KZ,2021-04-22 02:41:16,45.41,79.9186,33.3,70,33,3.8
488,Sao Felix Do Xingu,BR,2021-04-22 02:44:26,-6.6447,-51.995,70.9,95,100,0.54
489,Mildura,AU,2021-04-22 02:40:55,-34.2,142.15,64.4,55,90,10.36
490,Mehamn,NO,2021-04-22 02:44:27,71.0357,27.8492,34.74,83,100,8.12
491,Preobrazheniye,RU,2021-04-22 02:44:27,42.9019,133.9064,51.08,52,85,13.42
492,Acajutla,SV,2021-04-22 02:44:27,13.5928,-89.8275,75.99,89,100,1.01
493,Soyo,AO,2021-04-22 02:44:27,-6.1349,12.3689,79.12,86,100,4.59
494,Hobyo,SO,2021-04-22 02:44:28,5.3505,48.5268,83.25,72,100,6.91
495,Andilamena,MG,2021-04-22 02:41:03,-17.0167,48.5833,63.52,96,100,6.31
496,Zhanaozen,KZ,2021-04-22 02:44:28,43.3,52.8,57.38,14,100,21.34
497,Itarema,BR,2021-04-22 02:41:38,-2.9248,-39.9167,76.26,83,13,0.83
498,Qaqortoq,GL,2021-04-22 02:44:28,60.7167,-46.0333,46.4,29,75,34.52
499,Inhambane,MZ,2021-04-22 02:44:29,-23.865,35.3833,69.8,81,0,4.9
500,Saryozek,KZ,2021-04-22 02:44:29,44.3583,77.9753,34.3,38,42,9.44
501,Rosignol,GY,2021-04-22 02:44:29,6.2833,-57.5333,74.61,91,56,5.35
502,Pringsewu,ID,2021-04-22 02:44:30,-5.3582,104.9744,86.7,61,23,2.01
503,Yumen,CN,2021-04-22 02:44:30,40.2833,97.2,69.15,13,100,2.1
504,Kapit,MY,2021-04-22 02:44:30,2.0167,112.9333,89.47,59,88,0.87
505,Iquitos,PE,2021-04-22 02:44:30,-3.7481,-73.2472,75.2,88,90,6.91
506,Whyalla,AU,2021-04-22 02:44:31,-33.0333,137.5833,66.2,59,90,11.5
507,Narasannapeta,IN,2021-04-22 02:44:31,18.4167,84.05,85.12,68,66,11.05
508,Negara,ID,2021-04-22 02:44:31,-8.3151,114.6025,83.73,54,42,5.84
509,Solnechnyy,RU,2021-04-22 02:44:31,50.7214,136.6319,59.7,39,2,9.44
510,Amapa,BR,2021-04-22 02:44:32,1.0,-52.0,71.96,98,100,2.35
511,Grand Baie,MU,2021-04-22 02:44:32,-20.0182,57.5802,75.99,85,99,1.99
512,Dubbo,AU,2021-04-22 02:43:01,-32.25,148.6167,62.6,29,0,14.97
513,Betsiamites,CA,2021-04-22 02:44:32,48.9413,-68.646,32.0,86,90,8.05
514,Botwood,CA,2021-04-22 02:44:33,49.1499,-55.3482,39.99,78,46,2.77
515,Escarcega,MX,2021-04-22 02:44:33,18.6089,-90.7454,75.72,88,52,2.73
516,Mount Gambier,AU,2021-04-22 02:44:33,-37.8333,140.7667,59.0,63,90,17.27
517,Victor Harbor,AU,2021-04-22 02:44:34,-35.5667,138.6167,63.0,60,82,3.0
518,Mahebourg,MU,2021-04-22 02:44:34,-20.4081,57.7,77.0,88,40,3.44
519,Duluth,US,2021-04-22 02:42:53,46.7833,-92.1066,37.4,48,1,5.75
520,Jacareacanga,BR,2021-04-22 02:44:34,-6.2222,-57.7528,72.66,98,65,0.87
521,Saskylakh,RU,2021-04-22 02:44:34,71.9167,114.0833,12.06,83,97,11.59
522,Umm Lajj,SA,2021-04-22 02:44:35,25.0213,37.2685,80.31,58,100,7.9
523,Marsh Harbour,BS,2021-04-22 02:44:35,26.5412,-77.0636,75.04,82,100,12.91
524,Kibala,TD,2021-04-22 02:44:35,9.1104,18.3463,82.4,57,0,4.61
525,Tura,IN,2021-04-22 02:40:11,25.5198,90.2201,83.14,49,100,1.97
526,Tahoua,NE,2021-04-22 02:44:36,14.8888,5.2692,82.02,49,64,10.33
527,Khovu-Aksy,RU,2021-04-22 02:44:36,51.1333,93.6,29.1,45,99,9.28
528,Sorland,NO,2021-04-22 02:44:36,67.667,12.6934,35.42,49,58,6.51
529,Stephenville,US,2021-04-22 02:42:11,32.2207,-98.2023,52.0,50,90,5.99
530,Tambo,PE,2021-04-22 02:44:37,-14.8,-73.9167,36.21,81,14,3.71
531,Lompoc,US,2021-04-22 02:44:37,34.6391,-120.4579,53.6,76,54,9.22
532,Alice,US,2021-04-22 02:44:37,27.7523,-98.0697,64.4,67,1,10.36
533,Riverton,US,2021-04-22 02:40:10,40.5219,-111.9391,48.99,57,1,9.22
534,Xunchang,CN,2021-04-22 02:44:37,28.4543,104.715,74.46,59,68,4.32
535,Nalut,LY,2021-04-22 02:44:38,30.3333,10.85,68.09,27,0,16.55
536,Spring Hill,US,2021-04-22 02:44:33,28.4769,-82.5255,69.01,77,1,4.61
537,Kloulklubed,PW,2021-04-22 02:44:38,7.0419,134.2556,84.2,79,75,6.91
538,Dungarpur,IN,2021-04-22 02:44:38,23.8333,73.7167,85.14,25,5,0.85
539,Saint-Pierre,RE,2021-04-22 02:44:39,-21.3393,55.4781,77.0,83,0,8.05
540,Pacifica,US,2021-04-22 02:44:02,37.6138,-122.4869,52.0,87,90,5.75
541,Saint-Francois,FR,2021-04-22 02:44:39,46.4154,3.9054,39.2,93,0,3.44
542,Nikolayevsk-Na-Amure,RU,2021-04-22 02:44:39,53.1406,140.73,47.08,75,25,5.55
543,Ilek,RU,2021-04-22 02:44:39,51.5271,53.3831,44.56,55,100,15.05
544,Mirandela,PT,2021-04-22 02:44:40,41.4874,-7.187,46.99,98,100,0.63
545,Qurayyat,SA,2021-04-22 02:44:40,31.3318,37.3428,62.6,29,0,4.61
546,Cacu,BR,2021-04-22 02:44:40,-18.5567,-51.1308,63.95,55,0,1.43
547,Gallup,US,2021-04-22 02:44:41,35.5281,-108.7426,60.8,9,1,20.71
548,Gravdal,NO,2021-04-22 02:44:41,68.1214,13.5031,33.8,53,44,3.89
549,Bollnas,SE,2021-04-22 02:44:41,61.3482,16.3946,33.01,98,100,3.0
550,Zyryanka,RU,2021-04-22 02:44:41,65.75,150.85,28.56,79,100,13.51
551,Morecambe,GB,2021-04-22 02:44:42,54.0684,-2.8611,36.0,80,21,1.01
552,Mumford,GH,2021-04-22 02:44:42,5.2618,-0.759,80.96,83,67,7.25
553,Anchorage,US,2021-04-22 02:43:10,61.2181,-149.9003,60.8,33,1,6.91
554,Mezen,RU,2021-04-22 02:44:42,65.8522,44.24,40.33,86,100,11.7
555,Ambon,ID,2021-04-22 02:44:43,-3.6954,128.1814,89.6,66,40,3.44
